Context,intent,context_rw
I had a head injury a few years ago and my mind races all the time. I have trouble sleeping and have a lot of anxiety. Every medicine I have been on my body rejects; I get sick to my stomach and get blisters in my mouth. How can I calm my self down? I'm a wreck.,sleep,"Mfite ikibazo cy'uburwayi mu mutwe, ubu mfite ibibazo byo kuryama, mfite n'imihangayiko myinshi, imiti yose nagiye nkoresha umubiri wanjye irabyanga, ndwara mu nda, nkagira ibisebe mu kanwa, nshobora nte kwihorera?"
"When my daughter is stressed about a silly thing from school, she starts crying and freaking out. She is a bright student, always has a 4.0, but I am afraid she is stressing too much. I’m afraid it’s going to break her. I don't know if I should get her to a doctor or someone because this is not normal.",overwhelmed_identity,"Iyo umukobwa wanjye ahangayikishijwe n'ikintu cy'ubupfu cyo mu ishuri, atangira kurira no gutinya. Ni umunyeshuri mwiza, buri gihe afite amanota 4.0, ariko mfite ubwoba ko ahangayikishijwe cyane."
"I'm being verbally abused on a daily basis by my parents in front of my child. I feel like I’m trapped and I have no escape. I feel like I have to listen to the horrible things they say and just take all of it.
   I need some way of learning how to cope with listening to it especially since I have nowhere else to go. I feel very emotionally drained How can I deal with this?",self_care_coping,Buri munsi ababyeyi banjye banyinubira imbere y'umwana wanjye. Numva ndi mu mutego kandi ntaho mpungira. Numva nkeneye kumva ibintu biteye ubwoba bavuga nkabikorana ubwitonzi. Nkeneye uburyo bwo kwiga uko mbyifatamo mu gihe mbyumva cyane ko nta handi nabona. Numva nduhutse cyane mu byiyumvo.
"he just walks in the house whenever he wants to see his kids. My fiancé tells me it makes her angry and doesn't like it, but she seems afraid to say anything to him about it for some reason. Is it okay for him to do this?",anxiety_worry,"Umukunzi wanjye ambwira ko bimurakaza kandi ko bitamushimisha, ariko ko hari impamvu yatuma atinya kumubwira icyo ari cyo cyose."
"My ex-wife married and used me to have a child. She now uses that child as a pawn. I know my child misses me, but I need to move on and not live in the past. How do I do this? Do I see my child as much as possible or very little? Is it more confusing for the child?",relationship_support,"Umupfasoni wanjye wa kera yaranshatse, maze arankoresha kugira ngo mbyarire umwana. Ubu akoresha uwo mwana nk'ikimenyetso. Ndabizi ko umwana wanjye ankurikira, ariko ngomba gukomeza kubaho ntari mu bihe byashize. Ibyo mbikora nte? mbona umwana wanjye uko bishoboka kose cyangwa mbona bike cyane? Ese ni ibintu bimubangamira cyane ku mwana?"
"When my son was a teenager, we sent him to live with his dad because of the constant disrespectful attitude. A week after he graduated, his dad made him leave because of the same issues. All four parents tried to talk to him, and he just refuses help all around. He is now living with his grandparents. He had a job, and took steps to get his license and an insured vehicle. I thought he was heading down the right road, and then he tells me he quit his job because he didn’t like it. I just don’t know what to do.",sadness_low_mood,"Igihe umuhungu wanjye yari ingimbi, twamwohereje kwa se kubera ko yakundaga kumusuzugura. Icyumweru kimwe amaze guhabwa impamyabumenyi, se yamusabye kugenda kubera ibibazo bimwe. Ababyeyi be uko ari bane bagerageje kumuvugisha, ariko yanze kumufasha. Ubu aba kwa sekuru na nyirakuru. Yari afite akazi, maze afata ingamba zo kubona impushya ze n'imodoka y'ubwishingizi."
"She cried because she lost all trust in me. Now I feel disgusting and like my heart just got stabbed, what do I do?",overwhelmed_identity,"Yararize kubera ko atongeye kunyizera, none ubu numva ndi umuntu w'imbeshyi kandi umutima wanjye urabaye nk'uwaciwe, nkore iki?"
"There is just no communication at all between us. She sleeps constantly all day (not at night). She acts angry and unfocused and stays in her very messy room all the time. The only time she comes out is to eat.    She has aches and fatigue, weight gain, hair loss and skin problems. She does not look after her health.
   I don't know how to communicate with her. She is not open to any suggestions. How do I get through to her?",sleep,"Gusa ntaho tuvugana. Aracyarara umunsi wose (si nijoro). Akora ibintu biraka kandi atita ku byo yifuza, akomeza kuba mu cyumba cye cyuzuye imvururu. Igihe cyose asohoka ari kurya gusa. Arababara kandi arambiwe, arushaho kugira ibiro, asubira mu musatsi kandi agashirana n'uruhu. Ntita ku buzima bwe. Sinzi uko namuganiriza. Nta n'icyo amfasha."
"I'm concerned about My 12 year old daughter.    About a month or two ago she started walking on her toes, as well as coloring and writing very messy. This all happened very suddenly. She has never walked on her tiptoes and has always colored and written very neatly.    Is this something I should be concerned abou? Any advice will help.",self_care_coping,"Mfite impungenge ku mukobwa wanjye w'imyaka 12 y'amavuko. Mu kwezi kumwe cyangwa ibiri ishize yatangiye kugenda ku birenge, ndetse no kwandika no kwandika byaje guhungabana cyane. Ibi byose byabaye mu buryo butunguranye cyane. Ntiyigeze agenda ku birenge bye kandi buri gihe yagiye ashyira amabara no kwandika neza cyane. Ese ibi ni ibintu ngomba guhangayikishwa nabyo? inama iyo ari yo yose izamfasha."
I have three children. The oldest is nine and not my biological child. The middle child is three and the youngest is one. I have a great relationship with the oldest two children but I haven't developed the same level of attatchment to the youngest child. I rarely want her around and look forward to her nap times. Is this normal?,relationship_support,"Mfite abana batatu. Umukuru ni icyenda, ntabwo ari umwana wanjye wa kamere. Umwana wo hagati ni batatu, umuto ni umwe. Mfite umubano mwiza n'abana babiri bakuru ariko sinigeze ndushaho gukunda umwana muto. Ni gake nshaka ko aba hafi yanjye kandi nkaba ntegerezanyije amatsiko igihe cyo kuryama. Ese ibyo ni ibisanzwe?"
"My step nephew, a preteen, has begun masturbating. I also had to take away the internet because he was caught looking up porn. I’m worried about him.",anxiety_worry,"Umwuzukuru wanjye w'imfura yatangiye kwikinisha, kandi nagombaga kwirukana interineti kuko yafashwe ashakisha porunogarafiya."
I am in my 30s with 2 kids and no job and I'm behind on the bills. I've been trying everything with no results. I feel like everyone else puts their needs in front on mine. I give intil it hurts and I'm afraid that I'm going to fail my babies    I've been struggling for 5 yrs in a relationship with no communication and no alone time. How can I get some support?,anxiety_worry,"Ndi mu myaka 30 mfite abana 2 nta kazi mfite kandi ntari mu rugo, nagerageje byose nta cyo mbona, numva ko abandi bose bashyira ibyo bakeneye imbere y'ibyanjye, ndabyemera kugeza igihe bibabaye kandi mfite ubwoba ko nzatsindwa n'abana banjye, maze imyaka 5 mpanganye n'imishyikirano ntaho mpuriye nta n'umuntu n'umwe, nshobora kubona ubufasha nte?"
"My daughter was overly tired and throwing a fit at her grandparent's house. She wanted to come home at midnight and cried screamed said she said she hated her grandma and that she wanted to kill herself!
    We also have a new baby in the house i didn't know if this would contribute to this. How should I approach this?",sleep,umukobwa wanjye yari ananiwe cyane kandi yari agiye kurira mu nzu ya nyirakuru. yashakaga gutaha saa sita z'ijoro ararira ararira avuga ko yanga nyirakuru kandi ko yiyahuye! natwe dufite umwana mushya mu nzu sinzi niba ibi bizatuma ibi bishoboka. mbese nkwiye kubyifatamo nte?
"I am in my early 20s and I still live with my parents because I can't afford to live alone.
   My mother says that if I live under her roof I have to follow her rules. She is trying to control my life. What should I do?",relationship_support,Ubu mfite imyaka 20 kandi ndacyari kumwe n'ababyeyi banjye kuko ntashobora kwicara jyenyine. Mama avuga ko niba mba mu nzu ye ngomba gukurikiza amategeko ye. Aragerageza gutegeka ubuzima bwanjye.
"My dad makes me feel like shit and like I'm worthless. He calls me names and makes me feel depressed. I want to move out because I swear if I stay here, I'm going to lose it. What can I do?",self_care_coping,"Papa atuma numva nta cyo maze, akambwira amazina kandi akantuma niheba, ndashaka kwimuka kuko ndahiye ko nihaguma hano, nzapfa."
I want to live with my mom. My dad gets angry and makes me feel like everything is my fault. I still talk to my mom although My dad tells me that I'm no allowed to. I'm scared I will make the wrong decision and that my dad will hate me.    How do I tell him that I want to live with my mom?,anxiety_worry,Nifuza kuba kwa mama. Papa ararakara kandi akambwira ko ari jye wabyiteye. Ndacyakomeza kuganira na mama nubwo papa ambwira ko ntemerewe. Ntinya ko nzagira umwanzuro mubi kandi ko papa azanyanga.
"I told her that if daddy dies, we will never see him again. She started crying because I wouldn't make her daddy die.",sadness_low_mood,"Namubwiye ko iyo papa apfuye, tutari kuzongera kumubona, maze atangira kurira kuko ntari kumutera gupfa."
Is this something I should be worried about? Should I do something about it?,anxiety_worry,Ese ibyo ni byo byagombye gutuma mpangayika?
"Me and my adult daughter just do not get along. She's very belittling to me when I don't agree with her. It's almost like she scolds me. We get into all out war. She's said I don't support her in what she does and that I've never loved her. She calls me horrible names, and she pushes my buttons to the point I call her names.",relationship_support,"Njye n'umukobwa wanjye ntumvikana. Iyo ntemeranyije na we aransuzugura cyane. Ni nk'aho anshinja. Turwana intambara y'urudaca. Avuga ko ntamufasha mu byo akora kandi ko ntigeze mumukunda. Anshinja amazina mabi, kandi anshyira ku murongo kugeza ubwo mpita mvuga amazina ye."
"I am divorced and happily remarried. Our blended family of children are in their 20s. My youngest, age 20, continues to call me crazy and favors her dad. He was abusive to me, and I left with injuries. He never wanted kids, and I did. He paid child support only through forced wage earners. Now my daughters favor him after all the sacrifices I made for them the past 15 years as a single mom. I don’t deny them a relationship with their dad, but to be called crazy and then watch them hang out with him hurts me to the very core. I’m not sure how to handle this.",relationship_support,"Ndi mubatane kandi ndishimye. Umuryango wacu w'abana b'imfubyi uri mu myaka 20 y'amavuko. Umuto wanjye w'imyaka 20 akomeje kunyita umusazi kandi agashimisha se. Yamporaga, maze mvaho ndwaye. Ntiyigeze ashaka abana, kandi nanjye narabigize. Yatanze amafaranga y'abana binyuze gusa ku bakozi b'abahinzi. Ubu abakobwa banjye bamushimira nyuma y'ibitambo byose nabakoreye mu myaka 15 ishize ndi umubyeyi w'umugore umwe."
"My brother just broke up with his girlfriend. While they were dating for the past two years, her son spent the weekends with me and my mother. Now she doesn't think her son should have any interaction with us. How should we approach the situation? Is she doing the right thing for her child?",relationship_support,"Ubu se ko umuhungu wanjye atakifatanya natwe, ni gute twagombye kubona ibintu? Ese akora ibyiza ku mwana we?"
"My mother-in-law is mentally ill. She has been for most of her life. She cuts herself. She has been in and out of psychiatric hospitals for about 40 years. She has voices in her head that tell her to cut herself. She has had multiple shock therapy treatments, and she’s on enough medication to take down an elephant. Her parental rights for her two children were taken away from her when my husband was a boy—he is now in his late 30s. She doesn’t even have custody of herself. She hasn’t asked yet, but she has been insinuating that she wants to babysit my child. How do I go about saying no without creating an issue?",sadness_low_mood,"Nyina w'ibyamubayeho arwaye mu mutwe.Yamaze igihe kinini mu buzima bwe.Yicira.Yinjiye mu bitaro by'ubuvuzi bw'ibanze mu gihe cy'imyaka igera kuri 40.Afite amajwi mu mutwe amubwira kwicira.Yakoze imiti myinshi yo kumutera ubwoba, kandi afite imiti ihagije yo kwica inzovu.Ibyangombwa by'ababyeyi ku bana be babiri byamuvanywe igihe umugabo wanjye yari akiri umwana.Ubu afite imyaka 30 irenga.Ntabwo afite uburenganzira bwo kwicira urubanza.Ntabwo yigeze amusaba"
